pmid,title,year,journal,authors,institutions,countries,keywords,doi
38921583,"Green Seaweed Caulerpa racemosa as a Novel Non-Small Cell Lung Cancer Inhibitor in Overcoming Tyrosine Kinase Inhibitor Resistance: An Analysis Employing Network Pharmacology, Molecular Docking, and In Vitro Research.",2024,Marine drugs,Lau Vincent; Nurkolis Fahrul; Park Moon Nyeo; Heriyanto Didik Setyo; Taslim Nurpudji Astuti; Tallei Trina Ekawati; Permatasari Happy Kurnia; Tjandrawinata Raymond R; Moon Seungjoon; Kim Bonglee,College of Korean Medicine; Sardjito General Hospital; Collaboration Research Center for Precision Oncology Based Omics-PKR PrOmics; Atma Jaya Catholic University of Indonesia; Sam Ratulangi University; Based Drug Repositioning Cancer Research Center; Hasanuddin University; State Islamic University of Sunan Kalijaga (UIN Sunan Kalijaga); Brawijaya University,South Korea,"Caulerpa; NSCLC; anticancer; green algae; green seaweed; lung cancer; natural product; tyrosine kinase; Molecular Docking Simulation; Carcinoma, Non-Small-Cell Lung; drug therapy; Lung Neoplasms; Protein Kinase Inhibitors; pharmacology; chemistry; Drug Resistance, Neoplasm; drug effects; network pharmacology; Cell Line, Tumor; Seaweed; Antineoplastic Agents; Plant Extracts; ErbB Receptors; antagonists & inhibitors; Acrylamides; Tyrosine Kinase Inhibitors",10.3390/md22060272
38881778,Onset of takotsubo syndrome induced by osimertinib in a patient with lung adenocarcinoma.,2024,Respiratory medicine case reports,Okamoto Shouichi; Shinomiya Mariko,Saiseikai Ibaraki Hospital,Japan,Epidermal growth factor receptor-tyrosine kinase inhibitor; lung cancer; Osimertinib; Takotsubo syndrome,10.1016/j.rmcr.2024.102056
38734218,Transcriptomics coupled with proteomics reveals osimertinib-induced myocardial mitochondrial dysfunction.,2024,Toxicology letters,Yang Haichao; Qiu Suhua; Yao Tiezhu; Liu Guang; Liu Jing; Guo Ling; Shi Chenxia; Xu Yanfang; Ma Jingtao,Hebei Medical University; The Fourth Hospital of Hebei Medical University,China,"ATP synthase; cardiac toxicity; Mitochondrial dysfunction; Osimertinib; Oxidative phosphorylation; Tyrosine kinase inhibitor; Acrylamides; toxicity; Aniline Compounds; Myocytes, Cardiac; drug effects; metabolism; pathology; ultrastructure; Mitochondria, Heart; Proteomics; methods; Cardiotoxicity; Transcriptome; Mice, Inbred C57BL; Protein Kinase Inhibitors; pharmacology; Rats, Sprague-Dawley; Adenosine Triphosphate; Indoles; Pyrimidines",10.1016/j.toxlet.2024.05.005
38699639,Nanocage-incorporated engineered destabilized 3'UTR ARE of ERBB2 inhibits tumor growth and liver and lung metastasis in EGFR T790M osimertinib- and trastuzumab-resistant and ERBB2-expressing NSCLC via the reduction of ERBB2.,2024,Frontiers in oncology,Awah Chidiebere U; Sun Mun Joo; Paragodaarachchi Aloka; Boylu Baris; Nzegwu Martin; Matsui Hiroshi; Ogunwobi Olorunseun,Hunter College for Cancer Health Disparities Research; Weill Cornell Medical College; Hunter College of The City University of New York; Hunter College; University of Tulane School of Medicine; The Graduate Center of the City University of New York; Cornell University; The Graduate Center of City University of New York,United States,ERBB2/HER2; NSCLC EGFRT790M; engineered mRNA destabilization; iron oxide nanocages (IO); lung and liver metastasis inhibition; mRNA overwriting; nonsense mediated decay; osimertinib and trastuzumab resistance,10.3389/fonc.2024.1344852
38605419,Cancer therapy related cardiac dysfunction as a result of Panitumumab.,2024,"Cardio-oncology (London, England)",Senechal Isabelle; Vogiatzakis Nikolaos; Andres Maria Sol; Tong Jieli; Ramalingam Sivatharshini; Rosen Stuart D; Lyon Alexander R; Nazir Muhummad Sohaib,National Heart and Lung Institute; Royal Marsden Hospital Foundation Trust; National Health Service; King's College London; Centre hospitalier universitaire de Québec,United Kingdom; Canada,cardiac toxicity; Colorectal cancer; EGFR-targeted therapies; heart failure; Left ventricular systolic dysfunction; Panitumumab,10.1186/s40959-024-00223-3
38513197,"Furmonertinib and intrathecal pemetrexed chemotherapy rechallenges osimertinib-refractory leptomeningeal metastasis in a non-small cell lung cancer patient harboring EGFR20 R776S, C797S, and EGFR21 L858R compound EGFR mutations: a case report.",2024,Anti-cancer drugs,Jia Guoxia; Bashir Shoaib; Ye Minting; Li Yin; Lai Mingyao; Cai Linbo; Xu Meng,Guangdong Sanjiu Brain Hospital; First Affiliated Hospital of Jinan University,China,"Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; pathology; Pemetrexed; administration & dosage; therapeutic use; ErbB Receptors; Acrylamides; Lung Neoplasms; Aniline Compounds; Mutation; Antineoplastic Combined Chemotherapy Protocols; Injections, Spinal; Meningeal Carcinomatosis; secondary; Meningeal Neoplasms; Indoles; Pyrimidines",10.1097/CAD.0000000000001593
38453155,Delayed cardiotoxicity following osimertinib therapy in non-small cell lung cancer: a unique case report.,2024,Anti-cancer drugs,Xu Zhanwen; Jia Haiyan; Yin Xiaoping,Affiliated Hospital of Hebei University,China,"Acrylamides; adverse effects; therapeutic use; Aniline Compounds; Lung Neoplasms; drug therapy; Carcinoma, Non-Small-Cell Lung; Cardiotoxicity; etiology; Antineoplastic Agents; heart failure; chemically induced; ErbB Receptors; antagonists & inhibitors; genetics; Indoles; Pyrimidines",10.1097/CAD.0000000000001595
38322280,Treatment decision for recurrences in non-small cell lung cancer during or after adjuvant osimertinib: an international Delphi consensus report.,2023,Frontiers in oncology,Mirza Myriam; Shrivastava Aseem; Matthews Cecile; Leighl Natasha; Ng Calvin S H; Planchard David; Popat Sanjay; Rotow Julia; Smit Egbert F; Soo Ross; Tsuboi Masahiro; Yang Fan; Stiles Brendon; Grohe Christian; Wu Yi-Long,s Hospital; Farber Cancer Institute; Albert Einstein College of Medicine and Montefiore Medical Centre; Princess Margaret Cancer Centre; National Cancer Center Hospital East; Guangdong Lung Cancer Institute; Netherlands Cancer Institute; National Heart and Lung Institute; Paris-Saclay University; The Chinese University of Hong Kong; The Institute of Cancer Research; Thoracic Group and International Center for Thoracic Cancers (CICT); National University Hospital,China; United Kingdom; United States; Germany; Canada; Japan; Netherlands; France; Singapore,EGFR mutation; adjuvant treatment; non-small cell lung cancer; Osimertinib; Recurrence; treatment sequencing,10.3389/fonc.2023.1330468
38313214,The efficacy of upfront craniocerebral radiotherapy and epidermal growth factor receptor-tyrosine kinase inhibitors in patients with epidermal growth factor receptor-positive non-small cell lung cancer with brain metastases.,2023,Frontiers in oncology,Zhou Jianxi; Zhou Yingnan; Sun Yunchuan; Xiao Li; Lu Hongling; Yin Xiaoming; Fan Kui,Cangzhou Hospital of Integrated Traditional Chinese and Western Medicine East Ward; Cangzhou Hospital of Integrated Traditional Chinese and Western Medicine,China,brain metastases; craniocerebral radiotherapy; epidermal growth factor receptor; non-small cell lung cancer; Tyrosine kinase inhibitor,10.3389/fonc.2023.1259880
38205011,Osimertinib-Associated Cardiomyopathy In Patients With Non-Small Cell Lung Cancer: A Case Series.,2023,JACC. CardioOncology,Franquiz Miguel J; Waliany Sarah; Xu Audrey Yingwei; Hnatiuk Anna; Wu Sean M; Cheng Paul; Wakelee Heather A; Neal Joel; Witteles Ronald; Zhu Han,,,,10.1016/j.jaccao.2023.07.006
38088244,Long QT syndrome after using EGFR-TKIs in older patients with advanced non-small cell lung cancer.,2024,Expert opinion on drug safety,Byun Joo-Young; Han Sola; Qdaisat Aiham; Park Chanhyun,The University of Texas MD Anderson Cancer Center; Sungkyunkwan University; The University of Texas at Austin,United States; South Korea,"Long QT Syndrome; non-small cell lung cancer; cardio-oncology; epidermal growth factor receptor tyrosine kinase inhibitors; Osimertinib; pharmacoepidemiologic study; Carcinoma, Non-Small-Cell Lung; drug therapy; pathology; Lung Neoplasms; chemically induced; epidemiology; Acrylamides; adverse effects; administration & dosage; ErbB Receptors; antagonists & inhibitors; Protein Kinase Inhibitors; Aniline Compounds; Aged, 80 and over; Antineoplastic Agents; SEER Program; Incidence; Indoles; Pyrimidines",10.1080/14740338.2023.2294924
38031204,Correction: Osimertinib-induced biventricular cardiomyopathy with abnormal cardiac MRI findings: a case report.,2023,"Cardio-oncology (London, England)",Patel Karishma; Hsu Kristie Y; Lou Kevin; Soni Krishan; Lee Yoo Jin; Mulvey Claire K; Baik Alan H,University of California,United States,,10.1186/s40959-023-00195-w
37969303,Osimertinib as first-line treatment for recurrent lung cancer patients with EGFR mutation.,2023,Journal of thoracic disease,Osoegawa Atsushi; Karashima Takashi; Takumi Yohei; Sato Takahiro; Abe Miyuki; Hashimoto Takafumi; Sugio Kenji,Oita University Faculty of Medicine,Japan,Adjuvant therapy; case series; molecular targeting therapy; Osimertinib; relapsed resected non-small cell lung cancer (relapsed resected NSCLC),10.21037/jtd-23-537
37908018,Osimertinib-induced biventricular cardiomyopathy with abnormal cardiac MRI findings: a case report.,2023,"Cardio-oncology (London, England)",Patel Karishma; Hsu Kristie Y; Lou Kevin; Soni Krishan; Lee Yoo Jin; Mulvey Claire K; Baik Alan H,University of California,United States,cardio-oncology; cardiomyopathy; Osimertinib; Pericardial effusion; Tamponade,10.1186/s40959-023-00190-1
37900846,Successful Rechallenge with Osimertinib following Osimertinib-Induced Ventricular Tachycardia: A Case Report.,2023,Case reports in oncology,Saito Zentaro; Imakita Takuma; Ito Takanori; Oi Issei; Kanai Osamu; Fujita Kohei; Tachibana Hiromasa; Mio Tadashi,National Hospital Organization Kyoto Medical Center,Japan,Cardiotoxicity; lung cancer; Osimertinib; Ventricular tachycardia,10.1159/000533826
37840629,Osimertinib induced adverse cardiac events: a case report.,2023,Journal of geriatric cardiology : JGC,Lu Shang-Xin; Xing Yun-Li; Miao Ye; Zhang Xiao-Jie; Li Hong-Wei,Beijing Friendship Hospital,China,,10.26599/1671-5411.2023.09.006
37834189,Loss of Key EMT-Regulating miRNAs Highlight the Role of ZEB1 in EGFR Tyrosine Kinase Inhibitor-Resistant NSCLC.,2023,International journal of molecular sciences,Gohlke Linus; Alahdab Ahmad; Oberhofer Angela; Worf Karolina; Holdenrieder Stefan; Michaelis Martin; Cinatl Jindrich; Ritter Christoph A,University of Kent; Munich Biomarker Research Center; Goethe University; Institute of Pharmacy,United Kingdom; Germany,"EGFR inhibitor; EGFR-mutated; EMP-hybrid; EMT; NSCLC; ZEB1; cancer stem cells; drug resistance; extracellular vesicles; miR-205-5p; miRNA; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; metabolism; MicroRNAs; Tyrosine Kinase Inhibitors; Lung Neoplasms; Erlotinib Hydrochloride; therapeutic use; Epithelial-Mesenchymal Transition; Protein Kinase Inhibitors; pharmacology; ErbB Receptors; Drug Resistance, Neoplasm; Cell Line, Tumor; Mutation; Zinc Finger E-box-Binding Homeobox 1; Acrylamides; Aniline Compounds; Indoles; Pyrimidines",10.3390/ijms241914742
37831111,Periostin secreted by cancer-associated fibroblasts promotes cancer progression and drug resistance in non-small cell lung cancer.,2023,"Journal of molecular medicine (Berlin, Germany)",Takatsu Fumiaki; Suzawa Ken; Tomida Shuta; Thu Yin Min; Sakaguchi Masakiyo; Toji Tomohiro; Ohki Masayoshi; Tsudaka Shimpei; Date Keiichi; Matsuda Naoki; Iwata Kazuma; Zhu Yidan; Nakata Kentaro; Shien Kazuhiko; Yamamoto Hiromasa; Nakayama Akiko; Okazaki Mikio; Sugimoto Seiichiro; Toyooka Shinichi,Max-Planck-Institute for Heart and Lung Research; Okayama University Graduate School of Medicine; Okayama University Hospital,Germany; Japan,"Cancer-associated fibroblasts; lung cancer; Periostin; Tumor microenvironment; metabolism; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; pathology; Cell Line, Tumor; drug resistance; ErbB Receptors; Fibroblasts; Lung Neoplasms; Acrylamides; Aniline Compounds; Indoles; Pyrimidines; Cell Adhesion Molecules",10.1007/s00109-023-02384-7
37655099,Case Report: Durable therapy response to Osimertinib in rare EGFR Exon 18 mutated NSCLC.,2023,Frontiers in oncology,Cekay Michael; Arndt Philipp F; Dumitrascu Rio; Savai Rajkumar; Braeuninger Andreas; Gattenloehner Stefan; Steiner Dagmar; Roller Fritz; Tello Khodr; Hattar Katja; Seeger Werner; Sibelius Ulf; Grimminger Friedrich; Eul Bastian,Justus-Liebig-University Giessen; Goethe University; Max Planck Institute for Heart and Lung Research; Justus Liebig University,Germany,EGFR Exon 18 insertion; EGFR mutation; Osimertinib; non-small cell lung cancer; tyrosine kinase inhibitors (TKIs),10.3389/fonc.2023.1182391
37614580,How to Treat EGFR-Mutated Non-Small Cell Lung Cancer.,2023,JACC. CardioOncology,Belani Neel; Liang Katherine; Fradley Michael; Judd Julia; Borghaei Hossein,Fox Chase Cancer Center; Perelman School of Medicine at the University of Pennsylvania; Temple University Health System,United States,cardiomyopathy; lung cancer; Tyrosine kinase inhibitor,10.1016/j.jaccao.2023.04.005
37565311,Effects of targeted lung cancer drugs on cardiomyocytes studied by atomic force microscopy.,2023,Analytical methods : advancing methods and applications,Cheng Can; Wang Shuwei; Dong Jianjun; Zhang Shengli; Yu Dongliang; Wang Zuobin,Ministry of Education Key Laboratory for Cross-Scale Micro and Nano Manufacturing; International Research Centre for Nano Handling and Manufacturing of China; University of Bedfordshire; Affiliated Hospital of Jilin Medical University; Centre for Opto/Bio-Nano Measurement and Manufacturing,China; United Kingdom,"Lung Neoplasms; drug therapy; chemically induced; Carcinoma, Non-Small-Cell Lung; Afatinib; therapeutic use; Gefitinib; Myocytes, Cardiac; metabolism; Microscopy, Atomic Force; Protein Kinase Inhibitors; adverse effects; ErbB Receptors; Antineoplastic Agents; Lung; Acrylamides; Aniline Compounds; Indoles; Pyrimidines",10.1039/d3ay00784g
37515501,Gender differences in adverse events related to Osimertinib: a real-world pharmacovigilance analysis of FDA adverse event reporting system.,2024,Expert opinion on drug safety,Li Zhiping; Zou Wenbin; Yuan Jiao; Zhong Yunxiang; Fu Zhiwen,Dongguan Binhaiwan Center Hospital; Tongji Hospital; Union Hospital,China,"Adverse events; FAERS; Osimertinib; gender differences; pharmacovigilance analysis; Acrylamides; adverse effects; administration & dosage; Pharmacovigilance; Aniline Compounds; Adverse Drug Reaction Reporting Systems; statistics & numerical data; United States Food and Drug Administration; Databases, Factual; Antineoplastic Agents; Aged, 80 and over; Indoles; Pyrimidines",10.1080/14740338.2023.2243220
37479487,Severe cardiotoxicity induced by osimertinib in a patient with EGFR-mutated adenocarcinoma of the lung.,2023,BMJ case reports,Tanaka Takaaki; Nii Soma; Yamaoka Hidenaru; Fujimoto Nobukazu,Okayama Rosai Hospital,Japan,Cancer - see Oncology; Cancer intervention; Chemotherapy; Lung cancer (oncology); Cardiotoxicity; etiology; Pleural Effusion; Adenocarcinoma; drug therapy; Lung; ErbB Receptors; genetics; Acrylamides; Aniline Compounds; Indoles; Pyrimidines,10.1136/bcr-2023-255245
37426817,Corrigendum: Acute osimertinib exposure induces electrocardiac changes by synchronously inhibiting the currents of cardiac ion channels.,2023,Frontiers in pharmacology,Li Peiwen; Tian Xiaohui; Wang Gongxin; Jiang Enshe; Li Yanming; Hao Guoliang,Huaihe Hospital of Henan University; Scope Research Institute of Electrophysiology; Henan University,China,QT prolongation; cardiac electrophysiology; delayed conduction; ion channel; Osimertinib,10.3389/fphar.2023.1242042
37376053,The Resistance to EGFR-TKIs in Non-Small Cell Lung Cancer: From Molecular Mechanisms to Clinical Application of New Therapeutic Strategies.,2023,Pharmaceutics,Laface Carmelo; Maselli Felicia Maria; Santoro Anna Natalizia; Iaia Maria Laura; Ambrogio Francesca; Laterza Marigia; Guarini Chiara; De Santis Pierluigi; Perrone Martina; Fedele Palma,University of Bari; Dario Camberlingo Hospital,Italy,EGFR mutations; non-small cell lung cancer; resistance mechanisms; Tyrosine Kinase Inhibitors,10.3390/pharmaceutics15061604
37324483,Acute osimertinib exposure induces electrocardiac changes by synchronously inhibiting the currents of cardiac ion channels.,2023,Frontiers in pharmacology,Li Peiwen; Tian Xiaohui; Wang Gongxin; Jiang Enshe; Li Yanming; Hao Guoliang,Huaihe Hospital of Henan University; Scope Research Institute of Electrophysiology; Henan University,China,QT prolongation; cardiac electrophysiology; delayed conduction; ion channel; Osimertinib,10.3389/fphar.2023.1177003
37316692,Real-world evidence of osimertinib in Chinese patients with EGFR T790M-positive non-small cell lung cancer: a subgroup analysis from ASTRIS study.,2023,Journal of cancer research and clinical oncology,Zhou Qing; Zhang He-Long; Jiang Li-Yan; Shi Yuan-Kai; Chen Yuan; Yu Jin-Ming; Zhou Cai-Cun; He Yong; Hu Yan-Ping; Liang Zong-An; Pan Yue-Yin; Zhuo Wen-Lei; Song Yong; Wu Gang; Chen Gong-Yan; Lu You; Zhang Cui-Ying; Zhang Yi-Ping; Cheng Ying; Lu Shun; Wang Chang-Li; Zhou Jian-Ying; Liu Yun-Peng; He Jian-Xing; Wang Jie; Wu Yi-Long,Thoracic Disease Center; Tianjin Medical University Cancer Institute and Hospital; Tongji Hospital of Tongji Medical College; Guangzhou Institute for Respiratory Health; Shandong Cancer Hospital Affiliated to Shandong University; Harbin Medical University Cancer Hospital; Tangdu Hospital; Shanghai Chest Hospital; Jilin Cancer Hospital; Guangdong Lung Cancer Institute; Xinqiao Hospital; Hubei Cancer Hospital; Cancer Center; National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital; Zhejiang Cancer Hospital; Shanghai Pulmonary Hospital; West China School of Medicine and West China Hospital; General Hospital of Eastern Theater Command of Chinese People's Liberation Army; The First Hospital of China Medical University; Anhui Medical University; Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,China,"epidermal growth factor receptor; non-small cell lung cancer; Osimertinib; Real-world; T790M; Aniline Compounds; adverse effects; Antineoplastic Agents; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; East Asian People; ErbB Receptors; Lung Neoplasms; Mutation; Protein Kinase Inhibitors; Acrylamides; Indoles; Pyrimidines",10.1007/s00432-023-04923-8
37218139,Final Report on Real-World Effectiveness of Sequential Afatinib and Osimertinib in EGFR-Positive Advanced Non-Small Cell Lung Cancer: Updated Analysis of the RESET Study.,2023,Cancer research and treatment,Kim Taeyun; Jang Tae Won; Choi Chang Min; Kim Mi-Hyun; Lee Sung Yong; Chang Yoon Soo; Lee Kye Young; Kim Seung Joon; Yang Sei Hoon; Ryu Jeong Seon; Lee Jeong Eun; Lee Shin Yup; Park Chan Kwon; Lee Sang Hoon; Jang Seung Hun; Yoon Seong Hoon; Oh Hyung-Joo,Chonnam National University Hwasun Hospital; Yeouido St. Mary's Hospital; Kosin University Gospel Hospital; Kyungpook National University School of Medicine; Yonsei University Gangnam Severance Hospital; Severance Hospital; Hallym University Sacred Heart Hospital; Seoul St. Mary's Hospital; Inha University Hospital; Korea University Guro Hospital; Asan Medical Center; Pusan National University Yangsan Hospital; Samsung Medical Center; Chungnam National University Hospital; Konkuk University Medical Center; Pusan National University Hospital; Wonkwang University Hospital,South Korea,"Afatinib; ErbB Receptors; Non–small-cell lung carcinoma; Osimertinib; Real-world effectiveness; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; therapeutic use; Lung Neoplasms; Protein Kinase Inhibitors; adverse effects; Mutation; Acrylamides; Aniline Compounds; Indoles; Pyrimidines",10.4143/crt.2023.493
37143409,A patient with a lung adenosquamous carcinoma harboring a de novo T790M mutation and huge nonbacterial vegetative growths successfully treated with osimertinib: A case report.,2023,Thoracic cancer,Kim So-Yun; Kim Ka Eun; Kim Yoonjoo; Chung Chaeuk,Chungnam National University; Infection Control Convergence Research Center; Chungnam National University Sejong Hospital,South Korea,"Osimertinib; T790M; lung cancer; Mutation; nonbacterial thrombotic endocarditis (NBTE); Lung Neoplasms; drug therapy; genetics; complications; ErbB Receptors; therapeutic use; Carcinoma, Adenosquamous; Protein Kinase Inhibitors; Neoplasm Recurrence, Local; Lung; Acrylamides; Aniline Compounds; Indoles; Pyrimidines",10.1111/1759-7714.14896
37091262,Fatal ventricular arrhythmias after osimertinib treatment for lung adenocarcinoma: a case report.,2023,Journal of geriatric cardiology : JGC,Guo Gui-Gao; Luo Xin; Zhu Ke; Li Ling-Ling; Ou Yang-Fan,Central South University,China,,10.26599/1671-5411.2023.03.009
36942434,Multiple cardiotoxicities during osimertinib therapy.,2026,Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners,Kobat Hasan; Davidson Michael; Elkonaissi Islam; Foreman Emma; Nabhani-Gebara Shereen,National Health Service; School of Life Sciences,United Kingdom,"lung cancer; anti-cancer treatment; Cardiotoxicity; Case report; drug safety; Acrylamides; adverse effects; Aniline Compounds; etiology; diagnosis; Lung Neoplasms; drug therapy; Antineoplastic Agents; Long QT Syndrome; chemically induced; Electrocardiography; Protein Kinase Inhibitors; Atrial Fibrillation; Piperazines; Carcinoma, Non-Small-Cell Lung; heart failure; Indoles; Pyrimidines",10.1177/10781552231164301
36923435,"Overcoming CEP85L-ROS1, MKRN1-BRAF and MET amplification as rare, acquired resistance mutations to Osimertinib.",2023,Frontiers in oncology,Kian Waleed; Krayim Bilal; Alsana Hadel; Giles Betsy; Purim Ofer; Alguayn Wafeek; Alguayn Farouq; Peled Nir; Roisman Laila C,The Oncology Institute; Faculty of Health Sciences at Ben-Gurion University; Schneider Children's Medical Center of Israel; Ben-Gurion University; Gurion University,Israel,CEP85L-ROS1 fusion; EGFR; L833V; MET amplification; MKRN1-BRAF; V834L; compound mutations; lung cancer,10.3389/fonc.2023.1124949
